location	product_ean	store_name	code
America/Chicago	6616009281339	Westchester	US
Asia/Jakarta	2953737122997	Randudongkal	ID
Europe/London	9749658394772	Blackpool	GB
Asia/Tokyo	7765243743086	Shinshiro	JP
Europe/Rome	2422947812597	Castelfranco Emilia	IT
Europe/London	4034483481984	Strood	GB
Europe/Rome	4981024493695	Castelfranco Emilia	IT
Europe/Berlin	5768020288062	Dahlem	DE
Africa/Kampala	8948092385464	Kitgum	UG
Africa/Casablanca	5981960629850	Azrou	MA
America/Chicago	0391806875412	Bourbonnais	US
Africa/Gaborone	2343024737261	Tonota	BW
Asia/Shanghai	1790130238778	Nanpiao	CN
Australia/Perth	5350795154163	Perth	AU
America/Los_Angeles	6034325813735	Pahrump	US
Europe/Vilnius	6710355495102	Ukmerge	LT
America/Argentina/Buenos_Aires	5572415675876	Chacabuco	AR
America/Los_Angeles	3078811237905	Aloha	US
America/New_York	8068906969496	Fitchburg	US
Europe/Moscow	6049498304157	Bogoroditsk	RU
Asia/Karachi	9353540610811	Fazilpur	PK
America/Chicago	4036543087983	Schererville	US
Africa/Algiers	9379333095528	Cheraga	DZ
Europe/Berlin	2267311233482	Stuttgart	DE
Europe/London	3890088257277	Lymington	GB
Asia/Aqtobe	1268853192153	Shalqar	KZ
America/Belem	5342101808693	Soure	BR
America/Los_Angeles	3684784363543	Troutdale	US
Europe/Moscow	6111477798360	Valday	RU
Europe/Moscow	1379568703821	Valday	RU
Europe/Rome	1291066586846	Afragola	IT
America/Port-au-Prince	6721991777255	Thomazeau	HT
Asia/Manila	7280586376529	Burgos	PH
Asia/Tehran	5921535663674	Shahre Jadide Andisheh	IR
Asia/Jakarta	9942757492565	Besuki	ID
Asia/Shanghai	2292447249243	Haicheng	CN
Asia/Kolkata	2317139621920	Davangere	IN
Asia/Shanghai	3447668515588	Xinzhou	CN
Europe/Istanbul	6557495905722	Aksaray	TR
America/Sao_Paulo	9998034163406	Marau	BR
Europe/Berlin	3622017834972	Trossingen	DE
America/Puerto_Rico	8691628730596	Aguadilla	PR
America/Los_Angeles	1529227938716	Glendale	US
Europe/Paris	8013392244077	Lons-le-Saunier	FR
Asia/Karachi	0530265992630	Khairpur Mir’s	PK
Asia/Shanghai	0573938859755	Foshan	CN
Asia/Kolkata	5393062663500	Narwar	IN
America/New_York	7597669791484	Sterling	US
Europe/Amsterdam	5478780061163	Tongelre	NL
America/Los_Angeles	3682958147166	Lompoc	US
America/Sao_Paulo	8824919183508	Carlos Barbosa	BR
America/Los_Angeles	0510123302634	Camarillo	US
Europe/Brussels	1772213689745	Gembloux	BE
Asia/Kolkata	7457222411665	Saharsa	IN
Asia/Kolkata	5556478567125	Meerut	IN
Europe/Berlin	6981117039296	Pfullingen	DE
Africa/Dar_es_Salaam	4967459864392	Chanika	TZ
Europe/Paris	8062342471537	Gonesse	FR
Europe/London	3402131312859	Walton-on-the-Naze	GB
Asia/Kolkata	5060562661526	Jashpurnagar	IN
America/Bogota	3704869560275	El Copey	CO
Asia/Irkutsk	7576884351482	Ulan-Ude	RU
Asia/Taipei	9848034455561	Magong	TW
America/New_York	4258251284748	Mechanicsville	US
America/Mexico_City	1184942501319	Guanajuato	MX
America/Toronto	2087331579328	Sainte-Catherine	CA
America/New_York	0620052339905	Cypress Hills	US
Pacific/Auckland	3331588313501	Timaru	NZ
Africa/Algiers	2073371848135	Thenia	DZ
Asia/Yekaterinburg	1247690900572	Ozersk	RU
America/Port_of_Spain	2880730477673	Port of Spain	TT
Asia/Kolkata	9686721563461	Robertsonpet	IN
Asia/Kolkata	3671373558596	Sathyamangalam	IN
America/Sao_Paulo	9148734133289	Marau	BR
America/Sao_Paulo	2120190894338	Viradouro	BR
America/Sao_Paulo	4508611984789	Soledade	BR
Europe/Berlin	2148750319336	Wesseling	DE
Asia/Tokyo	5355440243049	Yamada	JP
America/Phoenix	6530604192435	Gilbert	US
Asia/Manila	3735798769620	Calauan	PH
Europe/Skopje	3218139196380	Bogovinje	MK
Europe/Berlin	2702596752896	Radevormwald	DE
Asia/Tokyo	3106974355843	Hakodate	JP
Pacific/Efate	3679792650839	Port-Vila	VU
Asia/Tokyo	9335714826525	Hakodate	JP
America/Caracas	9252436100460	Ciudad Guayana	VE
America/Toronto	8604810013117	Pointe-Claire	CA
Europe/Berlin	9342680655981	Bretten	DE
America/Port_of_Spain	8269616252483	Port of Spain	TT
Asia/Kolkata	9575719181223	Saharsa	IN
Europe/Moscow	1320872066089	Solntsevo	RU
America/Los_Angeles	0242174679358	Lompoc	US
Europe/Malta	7729497478620	Valletta	MT
America/Chicago	8222051365040	Rosemount	US
America/New_York	6527555441538	Dublin	US
Europe/London	0593951570109	Rhosllanerchrugog	GB
America/Los_Angeles	6727974229551	South Whittier	US
Europe/Dublin	1069097123954	An Muileann gCearr	IE
Europe/Helsinki	2558147930851	Espoo	FI
Australia/Sydney	7457797866099	Eastwood	AU
Africa/Windhoek	4073161321891	Okahandja	NA
Asia/Shanghai	1479574581427	Jiangyan	CN
Europe/Moscow	3378692775023	Kashira	RU
Europe/Madrid	5757320849073	Novelda	ES
Europe/Berlin	2200895659873	Nidderau	DE
Europe/London	7478011988755	Inverness	GB
Asia/Yangon	2937581692769	Myawadi	MM
Asia/Kolkata	6694978883525	Osmanabad	IN
Asia/Shanghai	0787142733323	Boli	CN
Africa/Algiers	2415743661780	Boumerdas	DZ
Europe/Paris	6943191279432	Sceaux	FR
Asia/Tbilisi	2349370361532	Kobuleti	GE
Australia/Melbourne	9530562614311	Carnegie	AU
Asia/Novokuznetsk	8299834746273	Yashkino	RU
Asia/Hong_Kong	9408620765988	Tsuen Wan	HK
Asia/Tokyo	3245007518180	Inawashiro	JP
Europe/Kiev	6467604875306	Voznesensk	UA
Europe/Moscow	5923630488251	Alatyr’	RU
Europe/Rome	8344101498499	Mesagne	IT
Europe/Berlin	9772518230415	Siegburg	DE
America/New_York	3853198422379	Middletown	US
America/Sao_Paulo	5763822402692	Soledade	BR
Europe/Berlin	7711406710396	Ehingen	DE
America/Mexico_City	1689001485048	San Lorenzo Acopilco	MX
Australia/Melbourne	6541006312048	Wheelers Hill	AU
Africa/Lagos	3821187270287	Shagamu	NG
Europe/Paris	3221240436726	Elbeuf	FR
Europe/Rome	4664258453429	Villabate	IT
Europe/Vilnius	0279298008559	Ukmerge	LT
Asia/Shanghai	8142445644301	Pingyi	CN
Europe/Belgrade	1993981514699	Negotin	RS
Europe/Berlin	7726816097197	Kirchlengern	DE
Asia/Kolkata	3420854067740	Chamba	IN
America/New_York	7888374277302	Deltona	US
Europe/Warsaw	9225639461522	Jaworzno	PL
Asia/Kolkata	2552886616489	Chamba	IN
America/Santiago	2148543119662	Chiguayante	CL
Europe/Paris	2370131623378	Rueil-Malmaison	FR
Africa/Algiers	6873323641519	Ksar Chellala	DZ
America/Chicago	2569741731607	Copperas Cove	US
Europe/London	7891750439249	Surbiton	GB
Asia/Tokyo	8427663639118	Hita	JP
Africa/Tripoli	5825422337498	Ajdabiya	LY
Europe/Paris	3343027060389	Elbeuf	FR
Europe/Vilnius	2172040243049	Ukmerge	LT
Asia/Aden	8087410649441	Ataq	YE
America/Los_Angeles	4388729840333	Visitacion Valley	US
Asia/Jakarta	3599428102283	Pekanbaru	ID
Europe/Saratov	0107952366250	Privolzhskiy	RU
America/New_York	4252546938484	Yonkers	US
Europe/Dublin	8412792186374	An Muileann gCearr	IE
Europe/Sofia	9647519146693	Aytos	BG
Pacific/Efate	0260215658193	Port-Vila	VU
Asia/Kolkata	0353016888798	Betamcherla	IN
Asia/Baghdad	8406015711542	Karbala	IQ
Europe/Madrid	6250941976702	Novelda	ES
Australia/Perth	7594037216402	Perth	AU
Asia/Seoul	9411835352027	T’aebaek	KR
Asia/Vladivostok	3029807487361	Nikolayevsk-on-Amure	RU
Europe/London	9325671691229	Thetford	GB
America/Chicago	2471087796205	Hueytown	US
America/Lima	2710039796468	Iquitos	PE
America/Los_Angeles	4394365140430	Mira Mesa	US
Europe/Zagreb	2438461881247	Split	HR
Africa/Accra	0683567257898	Bibiani	GH
Africa/Douala	3613576877135	Idenao	CM
Europe/Brussels	7479665959245	Temse	BE
Asia/Karachi	3101557306878	Larkana	PK
Asia/Kolkata	6040569672427	Bachhraon	IN
Asia/Shanghai	1848399474649	Pucheng	CN
America/New_York	7025058185922	Brunswick	US
Europe/Berlin	7977986668438	Wittenau	DE
Europe/Rome	6230294230331	Catania	IT
Europe/Paris	7479825451756	La Garenne-Colombes	FR
Europe/Dublin	3436511061204	An Muileann gCearr	IE
Africa/Douala	8178278193105	Tonga	CM
America/Chicago	6065587961391	Lower West Side	US
Europe/Zaporozhye	1804914353257	Polohy	UA
Africa/Tunis	5749266740514	Msaken	TN
Europe/Chisinau	5286126359122	Soroca	MD
Asia/Manila	6617529667696	Dipolog	PH
America/Fortaleza	5409175395204	Barras	BR
Asia/Seoul	9148682544465	Nonsan	KR
Africa/Addis_Ababa	1634067051881	Arba Minch	ET
Africa/Lagos	7731953354461	Biu	NG
Asia/Kolkata	7293478894575	Srinagar	IN
Africa/Dar_es_Salaam	8309460065324	Nyangao	TZ
Europe/Rome	8870380227753	Malnate	IT
America/Los_Angeles	1649562705351	Norco	US
Asia/Dushanbe	8079901301303	Vahdat	TJ
Asia/Kolkata	0494354178230	Tiruppuvanam	IN
Asia/Kuala_Lumpur	7139211779276	Batu Feringgi	MY
Europe/Paris	2480036484544	La Garenne-Colombes	FR
Europe/Paris	9379145037365	Talence	FR
Europe/Rome	6049538437388	Ragusa	IT
America/Matamoros	9287544339723	Heroica Matamoros	MX
America/Los_Angeles	3535984968666	Troutdale	US
Europe/Rome	3463370023623	Catania	IT
America/New_York	0818995679800	Woodbridge	US
Africa/Freetown	2003928013624	Freetown	SL
America/Los_Angeles	0957060410785	Watsonville	US
America/New_York	3253682866083	Deltona	US
Asia/Kolkata	2572558398208	Davangere	IN
Asia/Kuala_Lumpur	8486243378397	Teluk Intan	MY
America/Puerto_Rico	7140818232262	Aguadilla	PR
Asia/Kolkata	0033956203232	Sirsi	IN
Europe/Rome	3620618218849	Perugia	IT
America/New_York	3653223579586	Taunton	US
America/Chicago	8563992015572	Independence	US
Europe/Rome	0751835364477	Afragola	IT
Asia/Tashkent	2140225574639	Parkent	UZ
Asia/Damascus	8489130395170	Tadmur	SY
Europe/Rome	3903275822650	Cordenons	IT
America/New_York	6561127483007	Leland	US
Asia/Vladivostok	0942979702854	Lesozavodsk	RU
Pacific/Auckland	4715848786639	Gisborne	NZ
Asia/Yekaterinburg	2769668356710	Kuvandyk	RU
Asia/Jakarta	4524886763232	Simpang	ID
America/Costa_Rica	6960467456052	San Rafael	CR
America/Recife	5758230219680	Catende	BR
Asia/Kolkata	7624892234508	Kashipur	IN
Europe/Rome	9858916684385	Sassari	IT
Asia/Kolkata	3590497336098	Dalsingh Sarai	IN
Africa/Lubumbashi	7334625608017	Yangambi	CD
Europe/Paris	6585434262674	Niort	FR
Europe/Amsterdam	0475731860405	Losser	NL
Asia/Shanghai	6219675232447	Changshu City	CN
Asia/Kolkata	2304367966398	Jashpurnagar	IN
America/Chicago	6629136125063	Muskogee	US
Europe/Paris	8660067778582	Pamiers	FR
America/Los_Angeles	8394242571964	Bryn Mawr-Skyway	US
America/Mexico_City	9744612556913	Jocotepec	MX
Australia/Melbourne	8388987710115	Carnegie	AU
Europe/Helsinki	7182231023485	Kallio	FI
Asia/Bangkok	9928096267422	Kantharalak	TH
Europe/Brussels	9793590006781	Denderleeuw	BE
Europe/Berlin	6729145386704	Kirchlengern	DE
Asia/Kuala_Lumpur	8533081371360	Ulu Tiram	MY
Europe/Chisinau	8976596082626	Soroca	MD
Europe/Berlin	0825958641576	Zeitz	DE
Asia/Yekaterinburg	6209017303478	Ozersk	RU
Asia/Shanghai	0755423098256	Guli	CN
America/Chicago	1326959028186	Odessa	US
Asia/Seoul	6167588054222	Sinhyeon	KR
Asia/Yekaterinburg	8551855338678	Lesnoy	RU
Asia/Shanghai	5012015553315	Yanliang	CN
Europe/Sarajevo	3619157056517	Bijeljina	BA
Asia/Yangon	6088325567662	Dawei	MM
Europe/London	2373581833106	Winsford	GB
Asia/Jakarta	4972869806443	Diwek	ID
America/Port-au-Prince	5497113944966	Thomazeau	HT
Europe/Kiev	1255029860961	Lutsk	UA
Europe/Berlin	2865922241010	Wesseling	DE
America/Mexico_City	3595731409538	Paracho de Verduzco	MX
Europe/Malta	1983729249167	Valletta	MT
Europe/Lisbon	3436905837576	Paredes	PT
Africa/Lagos	7563054455804	Argungu	NG
Europe/London	2302034088381	Newbury	GB
America/Boise	6123380797354	Nampa	US
Asia/Shanghai	3566815520357	Liaoyang	CN
America/Santarem	9135648836764	Altamira	BR
Africa/Algiers	8132356944669	Bordj Zemoura	DZ
Europe/Rome	4082293501859	Mesagne	IT
Asia/Kolkata	3826499327339	Parola	IN
Asia/Jakarta	3575275782410	Sukabumi	ID
Europe/Paris	1238197784062	Valence	FR
Europe/Rome	4363256972948	Ariccia	IT
Europe/Moscow	2060236003754	Zhukovka	RU
America/Martinique	6774090294758	Le Robert	MQ
Europe/Vienna	2741314401906	Floridsdorf	AT
Europe/Moscow	2998881203628	Malakhovka	RU
Europe/London	1898036232835	Winsford	GB
Asia/Kolkata	5674989369332	Narwar	IN
Atlantic/Azores	0550324974711	Ponta Delgada	PT
America/Santiago	8369559138650	La Ligua	CL
Asia/Karachi	4062033411235	Alipur	PK
Europe/Moscow	3957149534392	Severodvinsk	RU
America/Manaus	8370197557703	Itacoatiara	BR
Africa/Lagos	9212926851838	Gaya	NG
Australia/Sydney	7205336969196	Baulkham Hills	AU
America/Chicago	9140044550565	Pleasant Prairie	US
Asia/Shanghai	8957946380265	Tianfu	CN
Africa/Kampala	0380620104228	Arua	UG
Asia/Shanghai	2879299881243	Hengshui	CN
Europe/Prague	9685223626759	Karlovy Vary	CZ
Europe/Moscow	7862658928371	Danilov	RU
Asia/Shanghai	7130518705753	Pingyi	CN
Asia/Yerevan	2102301138197	Hrazdan	AM
Europe/London	0032742065474	Walton-on-the-Naze	GB
Africa/Algiers	7965100241858	Cheraga	DZ
Asia/Colombo	4718397921230	Hendala	LK
America/Merida	4026334505031	Progreso	MX
America/Belem	7996092639040	Soure	BR
Africa/Dar_es_Salaam	4867141970380	Kidodi	TZ
Asia/Shanghai	8829950749164	Zhoushan	CN
Africa/Lagos	4143693919863	Igbara-Odo	NG
America/Los_Angeles	5733564169450	Keizer	US
Europe/Kiev	7105247755331	Artsyz	UA
America/New_York	0661408659551	Milledgeville	US
Europe/London	4695503400172	East Dereham	GB
America/Maceio	7207625239041	Barra dos Coqueiros	BR
Europe/Brussels	1721433042403	Lille	BE
America/Los_Angeles	9336948154453	San Gabriel	US
Asia/Jakarta	9941158019173	Pekanbaru	ID
Asia/Tokyo	2346917929354	Yamada	JP
Asia/Shanghai	8027991562074	Jiangyan	CN
Europe/Vilnius	9632157797772	Ukmerge	LT
America/Detroit	2897676879553	Waverly	US
Asia/Jakarta	9002273105322	Cibinong	ID
Africa/Algiers	7983295640027	Messaad	DZ
Africa/Algiers	0003841769037	Ksar Chellala	DZ
Asia/Shanghai	1083059025070	Wacheng	CN
America/New_York	8484287271834	Brighton Beach	US
Asia/Tokyo	5788686170556	Yamada	JP
Africa/Johannesburg	8225336899575	Vryheid	ZA
Asia/Tokyo	2090155248240	Karatsu	JP
Asia/Makassar	1779133541306	Balikpapan	ID
Europe/Moscow	4837126634781	Kovylkino	RU
Europe/Paris	1382069650594	La Garenne-Colombes	FR
Asia/Tokyo	5532052320515	Yao	JP
Europe/Berlin	7089776770754	Wesseling	DE
America/New_York	9535942363667	Stockbridge	US
Atlantic/Canary	3379983085920	Maspalomas	ES
Africa/Lagos	1988231078823	Nkpor	NG
Asia/Kolkata	8163409379534	Pune	IN
Africa/Kampala	9844892277840	Arua	UG
Europe/Madrid	9245732882628	Reus	ES
America/New_York	5371579486683	Sicklerville	US
Asia/Shanghai	1134186797351	Foshan	CN
Asia/Tashkent	1511448758068	Parkent	UZ
America/New_York	3134124836003	Woodbridge	US
Asia/Tokyo	5672958678331	Kamakura	JP
America/Chicago	5062104947518	Independence	US
America/Guatemala	9040929238826	Chichicastenango	GT
Europe/London	9178038586474	Great Wyrley	GB
Asia/Dili	3048032361543	Maliana	TL
Europe/Paris	2862516034133	Vienne	FR
Europe/Berlin	2001588192024	Hermsdorf	DE
America/Santiago	7022013958768	San Bernardo	CL
Europe/Dublin	1802272166878	An Muileann gCearr	IE
Asia/Kolkata	1490088645436	Sojat	IN
Asia/Aden	9039777173113	Ataq	YE
America/Chicago	0636184270214	Longview	US
America/New_York	4664055486187	Acworth	US
America/Managua	6752039670689	Jinotepe	NI
America/Sao_Paulo	1584023874262	Soledade	BR
Asia/Shanghai	7097794821693	Zhuangyuan	CN
Europe/Amsterdam	9467523430904	Schiebroek	NL
Europe/Brussels	7042978565610	Lille	BE
Africa/Algiers	1741760268987	Boumerdas	DZ
Asia/Shanghai	0859363028769	Xinzhou	CN
Europe/Berlin	3960592155403	Barmbek-Nord	DE
Europe/Berlin	1860250073945	Neuburg an der Donau	DE
Asia/Hebron	0765911767113	East Jerusalem	PS
Australia/Perth	7970385223482	Perth	AU
America/New_York	9234954642707	Toledo	US
America/Toronto	9164154968683	Beaconsfield	CA
Asia/Yekaterinburg	9583312726130	Lesnoy	RU
Asia/Karachi	2542718154784	Sangla Hill	PK
Africa/Algiers	0615926463602	Bordj Zemoura	DZ
Africa/Tunis	9948782118296	Beni Khiar	TN
Europe/Moscow	5030970131263	Buynaksk	RU
Asia/Tokyo	4397141231865	Hakodate	JP
Europe/Rome	8794296522903	Novara	IT
Europe/Oslo	4276725306949	Harstad	NO
Africa/Lagos	5272810689804	Lagos	NG
America/Bahia	6872646860447	Canavieiras	BR
America/New_York	6646142503364	Waterbury	US
Asia/Seoul	6392621691892	T’aebaek	KR
Asia/Manila	8364813298828	Recodo	PH
America/New_York	9623849849312	Far Rockaway	US
Africa/Algiers	4012380399199	Ksar Chellala	DZ
America/Mexico_City	7815844005301	Zacoalco de Torres	MX
Asia/Kolkata	1609025187599	Adra	IN
Europe/Brussels	5971972107422	Gembloux	BE
Europe/Zaporozhye	2909589236764	Svatove	UA
Africa/Kampala	6740373012593	Kitgum	UG
America/Havana	0817344412174	Jaruco	CU
Asia/Shanghai	6652994567164	Huangshi	CN
Europe/Rome	2525028131454	Gorgonzola	IT
Asia/Kolkata	1368194300917	Aistala	IN
America/Chicago	3826063305213	Columbia Heights	US
Asia/Shanghai	9092755496604	Zaozhuang	CN
America/New_York	9883022358318	Peabody	US
Asia/Kolkata	7967427690357	Rangia	IN
America/Port-au-Prince	1106434294561	Croix-des-Bouquets	HT
America/New_York	9745713945750	Yonkers	US
Asia/Shanghai	6803573402523	Hengshui	CN
America/New_York	0041100678546	East Haven	US
Asia/Shanghai	5130890124878	Zhoushan	CN
Europe/Saratov	8684096188372	Privolzhskiy	RU
Asia/Baku	8889412693183	Astara	AZ
America/New_York	7547269367848	Thomasville	US
Asia/Baku	0474630189174	Astara	AZ
Europe/Berlin	0901539670392	Bad Segeberg	DE
America/Chicago	2401141927412	Palestine	US
Asia/Shanghai	4558342525850	Xiangtan	CN
America/Guatemala	7317463189849	Chichicastenango	GT
Europe/Madrid	6014122802330	San Fernando de Henares	ES
Asia/Tehran	8658916121290	Isfahan	IR
America/Chicago	6475714043980	Fairview Heights	US
Australia/Melbourne	9479080506008	Wheelers Hill	AU
Africa/Mogadishu	7709274508399	Baki	SO
Africa/Dar_es_Salaam	5999351701153	Usagara	TZ
Asia/Yakutsk	9041300087125	Aykhal	RU
Asia/Shanghai	7570629532020	Jingzhou	CN
Europe/Saratov	9324020311986	Privolzhskiy	RU
America/Los_Angeles	5544475205928	Sunnyside	US
America/Los_Angeles	0939527955978	Bothell West	US
Pacific/Port_Moresby	0856484935037	Mount Hagen	PG
Europe/Brussels	4963022866350	Houthalen	BE
America/New_York	3826400794076	Rutland	US
Asia/Shanghai	3240912497513	Hengshui	CN
Europe/Moscow	1199860981198	Malakhovka	RU
Asia/Manila	8172820900418	Naga	PH
Asia/Ulaanbaatar	7783428352823	Ulan Bator	MN
Europe/Berlin	1353906597563	Bretten	DE
Africa/Douala	0635905771498	Tonga	CM
Asia/Jakarta	2190468097822	Pameungpeuk	ID
America/Havana	1127427464426	Jaruco	CU
Europe/Helsinki	6858563482627	Espoo	FI
America/Los_Angeles	7392388690274	Lompoc	US
America/Argentina/Ushuaia	7784755423972	Ushuaia	AR
Europe/Madrid	5758376429745	San Fernando de Henares	ES
Asia/Yangon	4188855080470	Dawei	MM
Asia/Tokyo	5760536747828	Ina	JP
Africa/Djibouti	6600987610106	'Ali Sabieh	DJ
Europe/Rome	9927275059001	Malnate	IT
America/Detroit	7361143872101	Canton	US
Africa/Bamako	5202821073415	Kati	ML
Europe/Dublin	2993543310607	An Muileann gCearr	IE
Asia/Damascus	0510296094268	Binnish	SY
America/New_York	8399440188754	Morningside Heights	US
Europe/London	9084303114610	Selby	GB
Asia/Kuala_Lumpur	3452260122881	Kulai	MY
Africa/Douala	6993701445215	Tonga	CM
America/Argentina/Cordoba	9382945636676	Rafaela	AR
Europe/Podgorica	1170938307836	Budva	ME
Asia/Seoul	0121711772076	Sinhyeon	KR
Asia/Aqtobe	5727642045279	Shalqar	KZ
Asia/Manila	7713356971049	Santa Catalina	PH
Europe/Warsaw	5693171420279	Zgorzelec	PL
Europe/Bratislava	9810341416528	Skalica	SK
Europe/London	0702809959823	Lancing	GB
Europe/Rome	9810751917257	Portogruaro	IT
Europe/Moscow	9128544937987	Gudermes	RU
Asia/Tehran	5014737211153	Darreh Shahr	IR
Europe/Paris	9137420257187	Le Chesnay	FR
Africa/Nairobi	0588491155282	Busia	KE
Asia/Yekaterinburg	2471998122339	Beryozovsky	RU
America/Indiana/Indianapolis	0072181640931	Greenfield	US
America/Sao_Paulo	2324164809186	Valinhos	BR
Europe/Moscow	1479408410404	Valday	RU
Africa/Johannesburg	9195498024155	Vryheid	ZA
Europe/Brussels	2444242758608	Mouscron	BE
America/Porto_Velho	9774594955015	Porto Velho	BR
Europe/Berlin	1028703243691	Hermsdorf	DE
America/New_York	8643233773161	Front Royal	US
Europe/Berlin	0608868695774	Schleswig	DE
America/Argentina/Cordoba	9663677181079	Esperanza	AR
Europe/London	8619538226718	Great Wyrley	GB
Europe/Berlin	2329037965358	Weimar	DE
America/Chicago	2026881330645	Brentwood Estates	US
America/New_York	3460647676650	Bon Air	US
Europe/Rome	0529196188663	Tortona	IT
America/Toronto	3891003694146	Markham	CA
America/Denver	5712338254714	Ken Caryl	US
Europe/Kiev	7425836978812	Voznesensk	UA
Africa/Dar_es_Salaam	2017215696148	Iringa	TZ
America/New_York	5131536688198	Deltona	US
Asia/Jakarta	9747771746324	Tebingtinggi	ID
America/Bogota	9906850276309	Honda	CO
Africa/Nairobi	1588246566119	Busia	KE
Europe/London	8937773451130	Hartley	GB
America/Guayaquil	8240041415728	Cuenca	EC
Africa/Lagos	9757598945992	Yenagoa	NG
Asia/Kolkata	4044170362953	Madhipura	IN
America/Mexico_City	0755024761030	Guanajuato	MX
America/Los_Angeles	5054969912930	Visitacion Valley	US
America/New_York	2566035007981	Middletown	US
Europe/Minsk	6725705042110	Dobrush	BY
Africa/Cairo	8998276776069	Juhaynah	EG
Asia/Jakarta	6400979793073	Randudongkal	ID
America/Mexico_City	7384756916840	Paracho de Verduzco	MX
Africa/Ndjamena	2225916656396	Mongo	TD
America/Boise	5879142460288	Nampa	US
Asia/Makassar	8310000804204	Tarakan	ID
America/New_York	5692509646510	Malden	US
America/Chicago	0690481538859	Hutto	US
Europe/Vienna	5609607191651	Floridsdorf	AT
Europe/London	7907064419546	Aberdeen	GB
Europe/Sofia	1449528176351	Aytos	BG
Asia/Kolkata	1558827319397	Chamba	IN
Europe/Berlin	5159828317120	Bensheim	DE
America/Chicago	2933280417658	Coralville	US
America/Chicago	9725520484451	Searcy	US
America/Chicago	9376075449633	Westchester	US
America/Los_Angeles	2658844132678	Lompoc	US
America/Toronto	1704606225728	Markham	CA
